id,date,region,new,deathTotal,death,healed,positives,hospitalized,isolated,intensiveCare,groceriesPharmacy,parks,residential,retailRecreation,transit,workplaces
2020-03-07_17,2020-03-07,17,0,0,0,0,3,1,2,0,2,-35,9,-22,-37,-23
2020-03-07_18,2020-03-07,18,0,0,0,0,4,2,2,0,0,-37,8,-22,-34,-21
2020-03-07_19,2020-03-07,19,11,0,0,2,33,8,25,0,0,-29,7,-21,-27,-15
2020-03-07_20,2020-03-07,20,0,0,0,0,5,2,3,0,3,-13,6,-18,-23,-19
2020-03-07_21,2020-03-07,21,5,0,0,0,9,8,1,0,-2,-12,3,-16,-18,-5
2020-03-07_22,2020-03-07,22,4,0,0,0,14,7,7,1,5,24,4,-5,-5,-12
2020-03-08_0,2020-03-08,0,1492,366,133,622,6387,4207,2180,650,3,1,6,-32,-27,-10
2020-03-08_01,2020-03-08,01,153,5,0,0,355,290,65,45,5,-2,6,-34,-25,-8
2020-03-08_02,2020-03-08,02,1,0,0,0,9,1,8,0,13,-24,5,-26,-23,-5
2020-03-08_03,2020-03-08,03,769,267,113,550,3372,2616,756,399,-1,16,8,-48,-42,-19
2020-03-08_05,2020-03-08,05,127,18,5,29,623,193,430,47,8,12,5,-31,-26,-11
2020-03-08_06,2020-03-08,06,15,1,1,3,53,8,45,1,9,41,3,-16,-7,-5
2020-03-08_07,2020-03-08,07,27,6,2,5,67,50,17,11,4,3,4,-21,-18,-7
2020-03-08_08,2020-03-08,08,170,56,8,27,1097,617,480,75,7,26,7,-37,-33,-13
2020-03-08_09,2020-03-08,09,53,0,0,1,165,98,67,7,-3,13,5,-23,-21,-8
2020-03-08_10,2020-03-08,10,2,0,0,0,26,4,22,2,8,7,6,-27,-6,-7
2020-03-08_11,2020-03-08,11,65,7,1,0,265,151,114,41,4,1,8,-31,-22,-12
2020-03-08_12,2020-03-08,12,11,3,2,3,81,55,26,8,4,11,4,-23,-30,-8
2020-03-08_13,2020-03-08,13,6,0,0,0,17,14,3,0,10,-13,7,-27,-32,-9
2020-03-08_14,2020-03-08,14,0,0,0,0,14,6,8,2,4,-13,8,-24,-18,-10
2020-03-08_15,2020-03-08,15,40,0,0,1,100,37,63,7,0,-20,6,-29,-29,-8
2020-03-08_16,2020-03-08,16,14,3,1,1,36,20,16,3,3,-15,8,-32,-36,-11
2020-03-08_17,2020-03-08,17,1,0,0,0,4,2,2,0,0,-23,7,-28,-26,-11
2020-03-08_18,2020-03-08,18,5,0,0,0,9,5,4,0,0,-33,7,-31,-40,-10
2020-03-08_19,2020-03-08,19,18,0,0,2,51,18,33,0,-2,-29,7,-31,-34,-10
2020-03-08_20,2020-03-08,20,6,0,0,0,11,5,6,0,6,15,4,-19,-16,-6
2020-03-08_21,2020-03-08,21,0,0,0,0,9,8,1,0,1,-2,1,-17,-13,-8
2020-03-08_22,2020-03-08,22,9,0,0,0,23,9,14,2,3,10,4,-13,-6,-9
2020-03-09_0,2020-03-09,0,1797,463,97,724,7985,5049,2936,733,-1,-24,11,-30,-42,-24
2020-03-09_01,2020-03-09,01,-10,13,8,0,337,272,65,50,-2,-19,12,-31,-42,-24
2020-03-09_02,2020-03-09,02,6,0,0,0,15,4,11,0,4,-23,10,-29,-32,-21
2020-03-09_03,2020-03-09,03,1280,333,66,646,4490,3242,1248,440,-9,-35,16,-42,-57,-31
2020-03-09_05,2020-03-09,05,74,20,2,30,694,237,457,51,0,-22,10,-30,-45,-19
2020-03-09_06,2020-03-09,06,36,1,0,3,89,19,70,1,1,1,8,-21,-31,-16
2020-03-09_07,2020-03-09,07,31,7,1,5,97,77,20,17,-8,-42,11,-31,-38,-22
2020-03-09_08,2020-03-09,08,206,70,14,30,1286,666,620,90,-4,-21,12,-34,-45,-20
2020-03-09_09,2020-03-09,09,42,1,1,1,206,116,90,9,-1,-34,10,-28,-38,-19
2020-03-09_10,2020-03-09,10,2,0,0,0,28,6,22,2,0,-7,9,-24,-25,-18
2020-03-09_11,2020-03-09,11,51,10,3,0,313,183,130,47,-3,-14,11,-27,-35,-20
2020-03-09_12,2020-03-09,12,15,5,2,3,94,63,31,8,2,-24,11,-28,-39,-25
2020-03-09_13,2020-03-09,13,13,0,0,0,30,25,5,0,5,-6,9,-23,-38,-22
2020-03-09_14,2020-03-09,14,0,0,0,0,14,6,8,2,-7,-19,9,-22,-27,-24
2020-03-09_15,2020-03-09,15,19,0,0,1,119,50,69,8,2,-23,10,-26,-37,-25
2020-03-09_16,2020-03-09,16,10,3,0,1,46,26,20,6,4,-12,9,-24,-39,-23
2020-03-09_17,2020-03-09,17,1,0,0,0,5,2,3,0,1,-13,9,-23,-29,-25
2020-03-09_18,2020-03-09,18,2,0,0,2,9,8,1,0,0,-16,10,-26,-40,-27
2020-03-09_19,2020-03-09,19,1,0,0,2,52,19,33,0,1,-23,9,-25,-37,-25
2020-03-09_20,2020-03-09,20,8,0,0,0,19,8,11,0,4,-30,10,-27,-35,-24
2020-03-09_21,2020-03-09,21,0,0,0,0,9,8,1,0,1,-38,8,-26,-28,-17
2020-03-09_22,2020-03-09,22,10,0,0,0,33,12,21,2,-3,-37,10,-30,-36,-19
2020-03-10_0,2020-03-10,0,977,631,168,1004,8514,5915,2599,877,-2,-32,16,-43,-51,-31
2020-03-10_01,2020-03-10,01,103,17,4,0,436,372,64,66,-7,-21,16,-43,-51,-30
2020-03-10_02,2020-03-10,02,2,0,0,0,17,2,15,0,-3,-40,15,-51,-51,-28
2020-03-10_03,2020-03-10,03,322,468,135,896,4427,3785,642,466,-8,-25,20,-50,-61,-38
2020-03-10_05,2020-03-10,05,112,26,6,47,783,271,512,67,1,-30,14,-39,-50,-23
2020-03-10_06,2020-03-10,06,23,3,2,3,110,33,77,6,9,-21,13,-37,-41,-21
2020-03-10_07,2020-03-10,07,32,8,1,5,128,86,42,29,-2,-24,14,-39,-42,-29
2020-03-10_08,2020-03-10,08,147,85,15,31,1417,767,650,98,-5,-23,16,-44,-50,-27
2020-03-10_09,2020-03-10,09,56,1,0,3,260,131,129,40,-4,-26,15,-42,-45,-27
2020-03-10_10,2020-03-10,10,9,0,0,0,37,10,27,2,2,-22,14,-40,-36,-25
2020-03-10_11,2020-03-10,11,71,13,3,0,381,206,175,54,-1,-30,15,-41,-45,-26
2020-03-10_12,2020-03-10,12,14,6,1,11,99,65,34,15,-2,-37,17,-44,-52,-36
2020-03-10_13,2020-03-10,13,8,1,1,0,37,26,11,9,1,-35,15,-41,-51,-31
2020-03-10_14,2020-03-10,14,1,0,0,0,15,6,9,3,-11,-40,13,-37,-37,-30
2020-03-10_15,2020-03-10,15,7,0,0,1,126,41,85,8,-1,-43,15,-44,-50,-34
2020-03-10_16,2020-03-10,16,9,3,0,1,55,34,21,6,1,-38,14,-41,-50,-31
2020-03-10_17,2020-03-10,17,2,0,0,0,7,2,5,0,-1,-27,13,-39,-41,-32
2020-03-10_18,2020-03-10,18,2,0,0,2,11,10,1,2,-2,-28,14,-42,-47,-35
2020-03-10_19,2020-03-10,19,8,0,0,2,60,19,41,2,-2,-43,14,-43,-47,-32
2020-03-10_20,2020-03-10,20,1,0,0,0,20,9,11,0,3,-20,13,-41,-41,-30
2020-03-10_21,2020-03-10,21,29,0,0,0,38,18,20,1,5,-51,13,-44,-39,-24
2020-03-10_22,2020-03-10,22,19,0,0,2,50,22,28,3,-2,-43,14,-47,-42,-26
2020-03-11_0,2020-03-11,0,2313,827,196,1045,10590,6866,3724,1028,-14,-32,19,-52,-57,-37
2020-03-11_01,2020-03-11,01,48,21,4,0,480,394,86,75,-14,-19,19,-50,-56,-35
2020-03-11_02,2020-03-11,02,3,1,1,0,19,2,17,0,-24,-39,17,-58,-51,-35
2020-03-11_03,2020-03-11,03,1489,617,149,900,5763,4412,1351,560,-13,-23,22,-57,-65,-43
2020-03-11_05,2020-03-11,05,167,29,3,54,940,330,610,68,-6,-37,16,-48,-55,-27
2020-03-11_06,2020-03-11,06,10,6,3,10,110,21,89,5,-6,-24,17,-48,-48,-27
2020-03-11_07,2020-03-11,07,53,8,0,5,181,108,73,34,-15,-41,18,-50,-50,-36
2020-03-11_08,2020-03-11,08,206,113,28,38,1588,849,739,104,-11,-20,18,-50,-54,-32
2020-03-11_09,2020-03-11,09,56,1,0,5,314,141,173,54,-17,-31,18,-51,-52,-34
2020-03-11_10,2020-03-11,10,9,0,0,2,44,12,32,5,-16,-27,17,-50,-40,-31
2020-03-11_11,2020-03-11,11,85,18,5,0,461,278,183,66,-14,-28,18,-50,-48,-32
2020-03-11_12,2020-03-11,12,34,6,0,19,125,85,40,18,-15,-38,21,-53,-60,-44
2020-03-11_13,2020-03-11,13,0,1,0,0,37,26,11,9,-18,-36,18,-52,-60,-38
2020-03-11_14,2020-03-11,14,1,0,0,0,16,7,9,3,-19,-36,15,-46,-45,-35
2020-03-11_15,2020-03-11,15,27,1,1,4,149,67,82,11,-17,-49,18,-55,-59,-42
2020-03-11_16,2020-03-11,16,18,5,2,1,71,42,29,4,-15,-39,16,-50,-58,-36
2020-03-11_17,2020-03-11,17,1,0,0,0,8,2,6,1,-17,-30,15,-48,-46,-36
2020-03-11_18,2020-03-11,18,6,0,0,2,17,12,5,2,-22,-43,18,-56,-58,-42
2020-03-11_19,2020-03-11,19,21,0,0,2,81,24,57,1,-17,-43,16,-51,-55,-38
2020-03-11_20,2020-03-11,20,17,0,0,0,37,10,27,0,-19,-30,16,-53,-50,-37
2020-03-11_21,2020-03-11,21,37,0,0,0,75,12,63,4,-16,-45,16,-53,-45,-30
2020-03-11_22,2020-03-11,22,25,0,0,3,74,32,42,4,-17,-43,17,-57,-48,-33
2020-03-12_0,2020-03-12,0,2651,1016,189,1258,12839,7803,5036,1153,-23,-61,24,-70,-67,-47
2020-03-12_01,2020-03-12,01,79,26,5,0,554,465,89,97,-23,-57,24,-69,-66,-44
2020-03-12_02,2020-03-12,02,7,1,0,0,26,7,19,0,-27,-54,23,-74,-58,-44
2020-03-12_03,2020-03-12,03,1445,744,127,1085,6896,4852,2044,605,-26,-62,28,-74,-74,-52
2020-03-12_05,2020-03-12,05,361,32,3,55,1297,445,852,85,-13,-62,22,-70,-65,-37
2020-03-12_06,2020-03-12,06,41,8,2,11,148,33,115,10,-13,-57,22,-71,-60,-37
2020-03-12_07,2020-03-12,07,80,11,3,20,243,136,107,36,-26,-69,25,-70,-64,-48
2020-03-12_08,2020-03-12,08,208,146,33,43,1758,926,832,112,-17,-51,23,-68,-63,-40
2020-03-12_09,2020-03-12,09,44,5,4,7,352,159,193,59,-24,-68,25,-70,-64,-44
2020-03-12_10,2020-03-12,10,18,0,0,2,62,16,46,8,-23,-55,23,-68,-56,-42
2020-03-12_11,2020-03-12,11,113,22,4,0,570,330,240,76,-20,-54,24,-67,-59,-40
2020-03-12_12,2020-03-12,12,50,9,3,19,172,105,67,20,-25,-63,28,-72,-70,-55
2020-03-12_13,2020-03-12,13,46,2,1,4,78,59,19,12,-29,-61,24,-70,-67,-50
2020-03-12_14,2020-03-12,14,0,0,0,0,16,7,9,3,-33,-61,20,-66,-58,-48
2020-03-12_15,2020-03-12,15,25,1,0,4,174,67,107,11,-27,-65,23,-70,-68,-51
2020-03-12_16,2020-03-12,16,27,5,0,1,98,60,38,2,-26,-59,21,-66,-67,-47
2020-03-12_17,2020-03-12,17,0,0,0,0,8,2,6,1,-27,-45,20,-65,-61,-45
2020-03-12_18,2020-03-12,18,14,0,0,1,32,16,16,2,-32,-60,22,-71,-66,-53
2020-03-12_19,2020-03-12,19,32,2,2,2,111,33,78,5,-27,-61,21,-68,-66,-49
2020-03-12_20,2020-03-12,20,2,0,0,0,39,12,27,0,-27,-51,21,-69,-60,-46
2020-03-12_21,2020-03-12,21,29,1,1,0,103,25,78,4,-24,-61,23,-74,-59,-40
2020-03-12_22,2020-03-12,22,30,1,1,4,102,48,54,5,-26,-66,23,-76,-62,-42
2020-03-13_0,2020-03-13,0,2547,1266,250,1439,14955,8754,6201,1328,-28,-64,28,-75,-71,-53
2020-03-13_01,2020-03-13,01,260,46,20,0,794,691,103,135,-26,-51,28,-73,-69,-50
2020-03-13_02,2020-03-13,02,1,1,0,0,27,6,21,0,-33,-60,27,-79,-66,-51
2020-03-13_03,2020-03-13,03,1095,890,146,1198,7732,5085,2647,650,-27,-57,31,-78,-76,-58
2020-03-13_05,2020-03-13,05,211,42,10,100,1453,473,980,107,-16,-68,27,-76,-71,-45
2020-03-13_06,2020-03-13,06,90,10,2,11,236,67,169,8,-18,-69,27,-76,-67,-45
2020-03-13_07,2020-03-13,07,71,17,6,24,304,172,132,44,-30,-67,28,-73,-68,-54
2020-03-13_08,2020-03-13,08,316,201,55,51,2011,1070,941,128,-18,-61,27,-73,-68,-46
2020-03-13_09,2020-03-13,09,106,5,0,10,455,211,244,77,-28,-65,28,-74,-66,-50
2020-03-13_10,2020-03-13,10,12,1,1,2,73,21,52,10,-28,-58,26,-74,-59,-47
2020-03-13_11,2020-03-13,11,133,27,5,0,698,422,276,85,-23,-63,27,-72,-64,-48
2020-03-13_12,2020-03-13,12,77,11,2,24,242,146,96,24,-32,-69,31,-77,-75,-60
2020-03-13_13,2020-03-13,13,5,2,0,4,83,56,27,14,-32,-65,28,-74,-72,-56
2020-03-13_14,2020-03-13,14,1,0,0,0,17,8,9,3,-37,-61,23,-70,-61,-52
2020-03-13_15,2020-03-13,15,41,2,1,5,213,79,134,19,-33,-71,26,-75,-73,-57
2020-03-13_16,2020-03-13,16,25,5,0,3,121,79,42,2,-31,-63,24,-70,-72,-52
2020-03-13_17,2020-03-13,17,2,0,0,0,10,2,8,1,-32,-53,22,-70,-65,-49
2020-03-13_18,2020-03-13,18,5,0,0,1,37,21,16,3,-40,-59,25,-75,-70,-58
2020-03-13_19,2020-03-13,19,15,2,0,2,126,44,82,7,-35,-63,24,-74,-73,-55
2020-03-13_20,2020-03-13,20,4,0,0,0,43,12,31,0,-31,-58,23,-73,-64,-51
2020-03-13_21,2020-03-13,21,21,2,1,0,123,25,98,5,-36,-71,28,-80,-69,-48
2020-03-13_22,2020-03-13,22,56,2,1,4,157,64,93,6,-35,-72,28,-81,-68,-50
2020-03-14_0,2020-03-14,0,3497,1441,175,1966,17750,9890,7860,1518,-43,-78,25,-83,-76,-58
2020-03-14_01,2020-03-14,01,33,59,13,0,814,688,126,150,-44,-77,26,-84,-75,-55
2020-03-14_02,2020-03-14,02,14,1,0,0,41,12,29,0,-54,-76,,-88,-74,-58
2020-03-14_03,2020-03-14,03,1865,966,76,1660,9059,5630,3429,732,-46,-80,26,-86,-80,-63
2020-03-14_05,2020-03-14,05,342,55,13,107,1775,485,1290,119,-37,-84,26,-85,-80,-57
2020-03-14_06,2020-03-14,06,44,13,3,17,271,78,193,11,-38,-77,26,-85,-72,-56
2020-03-14_07,2020-03-14,07,118,27,10,52,384,275,109,62,-43,-77,24,-82,-72,-51
2020-03-14_08,2020-03-14,08,381,241,40,54,2349,1228,1121,152,-37,-78,26,-84,-76,-57
2020-03-14_09,2020-03-14,09,160,6,1,10,614,247,367,87,-45,-74,25,-84,-72,-57
2020-03-14_10,2020-03-14,10,31,1,0,3,103,32,71,11,-41,-69,25,-83,-68,-55
2020-03-14_11,2020-03-14,11,174,36,9,0,863,542,321,93,-38,-80,28,-83,-73,-59
2020-03-14_12,2020-03-14,12,80,13,2,24,320,206,114,25,-43,-79,24,-84,-77,-56
2020-03-14_13,2020-03-14,13,23,2,0,4,106,65,41,14,-42,-76,27,-82,-79,-61
2020-03-14_14,2020-03-14,14,0,0,0,0,17,8,9,3,-44,-72,24,-78,-65,-56
2020-03-14_15,2020-03-14,15,52,6,4,23,243,89,154,17,-42,-81,24,-83,-78,-59
2020-03-14_16,2020-03-14,16,37,8,3,2,156,97,59,6,-38,-75,24,-78,-76,-56
2020-03-14_17,2020-03-14,17,0,0,0,0,10,2,8,2,-37,-66,22,-76,-71,-54
2020-03-14_18,2020-03-14,18,22,0,0,1,59,26,33,4,-47,-72,24,-81,-75,-59
2020-03-14_19,2020-03-14,19,26,2,0,4,150,53,97,11,-41,-74,23,-80,-74,-55
2020-03-14_20,2020-03-14,20,4,0,0,0,47,14,33,0,-40,-74,23,-81,-69,-54
2020-03-14_21,2020-03-14,21,48,3,1,0,170,33,137,7,-56,-86,26,-90,-79,-55
2020-03-14_22,2020-03-14,22,43,2,0,5,199,80,119,12,-54,-89,26,-90,-80,-58
2020-03-15_0,2020-03-15,0,3590,1809,368,2335,20603,11335,9268,1672,-60,-81,22,-90,-80,-55
2020-03-15_01,2020-03-15,01,238,81,22,0,1030,897,133,171,-61,-78,22,-90,-80,-52
2020-03-15_02,2020-03-15,02,15,1,0,0,56,13,43,3,-68,-84,,-93,-82,-59
2020-03-15_03,2020-03-15,03,1587,1218,252,2011,10043,6267,3776,767,-58,-78,22,-91,-83,-57
2020-03-15_05,2020-03-15,05,235,63,8,120,1989,555,1434,129,-61,-82,23,-91,-82,-53
2020-03-15_06,2020-03-15,06,46,14,1,17,316,110,206,12,-55,-77,22,-90,-75,-48
2020-03-15_07,2020-03-15,07,96,33,6,33,493,319,174,66,-56,-81,21,-88,-78,-52
2020-03-15_08,2020-03-15,08,449,284,43,68,2741,1384,1357,169,-56,-72,22,-90,-80,-53
2020-03-15_09,2020-03-15,09,151,8,2,10,763,282,481,107,-64,-82,23,-90,-78,-54
2020-03-15_10,2020-03-15,10,36,1,0,3,139,38,101,13,-64,-78,23,-91,-73,-52
2020-03-15_11,2020-03-15,11,234,46,10,0,1087,619,468,98,-61,-82,24,-90,-78,-56
2020-03-15_12,2020-03-15,12,79,16,3,24,396,254,142,31,-55,-82,22,-90,-82,-55
2020-03-15_13,2020-03-15,13,25,3,1,6,128,100,28,28,-60,-82,23,-90,-86,-58
2020-03-15_14,2020-03-15,14,0,0,0,0,17,7,10,4,-61,-75,21,-87,-74,-53
2020-03-15_15,2020-03-15,15,61,9,3,28,296,95,201,22,-61,-88,22,-91,-85,-61
2020-03-15_16,2020-03-15,16,64,16,8,2,212,122,90,6,-62,-82,23,-90,-82,-58
2020-03-15_17,2020-03-15,17,1,0,0,0,11,2,9,2,-61,-71,20,-87,-76,-53
2020-03-15_18,2020-03-15,18,8,1,1,1,66,38,28,6,-66,-79,20,-89,-83,-55
2020-03-15_19,2020-03-15,19,32,2,0,7,179,71,108,15,-63,-84,22,-90,-82,-56
2020-03-15_20,2020-03-15,20,30,2,2,0,75,16,59,0,-60,-79,20,-88,-75,-48
2020-03-15_21,2020-03-15,21,31,5,2,0,199,54,145,4,-71,-80,22,-91,-79,-57
2020-03-15_22,2020-03-15,22,172,6,4,5,367,92,275,19,-75,-86,23,-93,-80,-60
2020-03-16_0,2020-03-16,0,3233,2158,349,2749,23073,12876,10197,1851,-37,-67,27,-75,-74,-58
2020-03-16_01,2020-03-16,01,405,111,30,0,1405,1231,174,186,-35,-58,27,-73,-73,-56
2020-03-16_02,2020-03-16,02,48,2,1,0,103,33,70,5,-37,-60,27,-80,-70,-57
2020-03-16_03,2020-03-16,03,1377,1420,202,2368,10861,6994,3867,823,-35,-62,30,-78,-79,-63
2020-03-16_05,2020-03-16,05,301,69,6,130,2274,654,1620,156,-30,-69,26,-76,-75,-51
2020-03-16_06,2020-03-16,06,39,22,8,18,346,115,231,19,-31,-58,26,-76,-68,-51
2020-03-16_07,2020-03-16,07,108,50,17,42,575,328,247,73,-39,-67,26,-73,-69,-58
2020-03-16_08,2020-03-16,08,429,346,62,88,3088,1559,1529,197,-31,-60,26,-73,-70,-50
2020-03-16_09,2020-03-16,09,85,14,6,11,841,282,559,107,-37,-69,26,-73,-69,-53
2020-03-16_10,2020-03-16,10,21,1,0,4,159,45,114,15,-38,-60,26,-74,-65,-53
2020-03-16_11,2020-03-16,11,109,57,11,0,1185,638,547,110,-35,-67,27,-72,-68,-54
2020-03-16_12,2020-03-16,12,87,19,3,32,472,298,174,31,-39,-74,30,-76,-79,-64
2020-03-16_13,2020-03-16,13,39,4,1,7,165,108,57,37,-38,-67,26,-73,-75,-58
2020-03-16_14,2020-03-16,14,4,1,1,5,15,8,7,5,-41,-66,23,-69,-63,-54
2020-03-16_15,2020-03-16,15,67,9,0,28,363,125,238,22,-43,-76,27,-77,-79,-62
2020-03-16_16,2020-03-16,16,0,16,0,2,212,122,90,6,-38,-68,24,-72,-78,-56
2020-03-16_17,2020-03-16,17,1,0,0,0,12,3,9,2,-35,-57,23,-70,-71,-54
2020-03-16_18,2020-03-16,18,21,1,0,1,87,43,44,7,-46,-65,25,-76,-79,-61
2020-03-16_19,2020-03-16,19,25,2,0,8,203,95,108,20,-42,-73,25,-75,-77,-59
2020-03-16_20,2020-03-16,20,30,2,0,0,105,39,66,0,-39,-67,23,-74,-70,-54
2020-03-16_21,2020-03-16,21,37,6,1,0,235,64,171,11,-42,-75,27,-81,-73,-56
2020-03-16_22,2020-03-16,22,0,6,0,5,367,92,275,19,-46,-73,29,-83,-72,-59
2020-03-17_0,2020-03-17,0,3526,2503,345,2941,26062,14954,11108,2060,-41,-68,29,-77,-76,-61
2020-03-17_01,2020-03-17,01,381,133,22,0,1764,1584,180,206,-38,-56,29,-75,-73,-59
2020-03-17_02,2020-03-17,02,31,2,0,0,134,41,93,6,-43,-55,27,-81,-68,-60
2020-03-17_03,2020-03-17,03,1571,1640,220,2485,12095,7832,4263,879,-39,-59,32,-80,-80,-65
2020-03-17_05,2020-03-17,05,231,80,11,136,2488,719,1769,171,-34,-68,29,-77,-76,-54
2020-03-17_06,2020-03-17,06,8,30,8,17,347,125,222,21,-34,-59,28,-77,-69,-54
2020-03-17_07,2020-03-17,07,111,60,10,57,661,384,277,85,-40,-67,27,-75,-71,-61
2020-03-17_08,2020-03-17,08,409,393,47,134,3404,1789,1615,223,-36,-62,29,-76,-72,-55
2020-03-17_09,2020-03-17,09,187,17,3,12,1024,472,552,143,-42,-69,28,-76,-71,-57
2020-03-17_10,2020-03-17,10,33,1,0,4,192,57,135,21,-44,-60,28,-76,-65,-56
2020-03-17_11,2020-03-17,11,129,69,12,0,1302,708,594,109,-41,-68,29,-75,-69,-57
2020-03-17_12,2020-03-17,12,84,23,4,34,550,358,192,44,-43,-77,32,-79,-80,-67
2020-03-17_13,2020-03-17,13,53,6,2,7,216,126,90,32,-43,-66,27,-75,-76,-60
2020-03-17_14,2020-03-17,14,4,1,0,5,19,12,7,5,-47,-62,23,-71,-65,-57
2020-03-17_15,2020-03-17,15,60,9,0,28,423,151,272,24,-45,-76,28,-78,-79,-65
2020-03-17_16,2020-03-17,16,110,18,2,2,320,169,151,14,-44,-69,26,-75,-78,-59
2020-03-17_17,2020-03-17,17,8,0,0,0,20,7,13,2,-45,-55,24,-73,-71,-58
2020-03-17_18,2020-03-17,18,25,1,0,1,112,55,57,10,-51,-67,25,-78,-78,-63
2020-03-17_19,2020-03-17,19,24,3,1,8,226,114,112,28,-49,-73,26,-78,-78,-62
2020-03-17_20,2020-03-17,20,10,2,0,0,115,40,75,4,-42,-66,24,-76,-72,-57
2020-03-17_21,2020-03-17,21,50,8,2,1,282,82,200,11,-48,-73,29,-83,-73,-59
2020-03-17_22,2020-03-17,22,7,7,1,10,368,129,239,22,-49,-74,30,-85,-73,-62
2020-03-18_0,2020-03-18,0,4207,2978,475,4025,28710,16620,12090,2257,-43,-71,30,-79,-77,-61
2020-03-18_01,2020-03-18,01,444,154,21,0,2187,2007,180,227,-42,-61,30,-77,-75,-60
2020-03-18_02,2020-03-18,02,29,3,1,0,162,44,118,3,-47,-61,28,-83,-71,-61
2020-03-18_03,2020-03-18,03,1493,1959,319,3488,12266,8209,4057,924,-42,-67,33,-82,-81,-66
2020-03-18_05,2020-03-18,05,510,94,14,167,2953,841,2112,195,-37,-72,29,-79,-76,-55
2020-03-18_06,2020-03-18,06,68,31,1,15,416,155,261,27,-37,-66,29,-79,-71,-54
2020-03-18_07,2020-03-18,07,109,73,13,70,744,501,243,100,-44,-71,29,-78,-73,-63
2020-03-18_08,2020-03-18,08,594,458,65,152,3915,2031,1884,247,-38,-67,30,-77,-73,-56
2020-03-18_09,2020-03-18,09,277,22,5,17,1291,587,704,160,-44,-74,29,-77,-72,-57
2020-03-18_10,2020-03-18,10,50,2,1,4,241,75,166,21,-45,-66,29,-78,-66,-56
2020-03-18_11,2020-03-18,11,197,92,23,0,1476,757,719,119,-42,-73,30,-77,-70,-58
2020-03-18_12,2020-03-18,12,117,32,9,42,650,418,232,44,-46,-77,32,-80,-81,-68
2020-03-18_13,2020-03-18,13,34,7,1,7,249,140,109,41,-44,-72,28,-77,-78,-61
2020-03-18_14,2020-03-18,14,3,1,0,6,21,13,8,6,-45,-70,25,-73,-66,-58
2020-03-18_15,2020-03-18,15,0,9,0,28,423,151,272,24,-46,-77,28,-79,-79,-65
2020-03-18_16,2020-03-18,16,43,19,1,2,362,186,176,30,-44,-72,26,-75,-79,-60
2020-03-18_17,2020-03-18,17,7,0,0,0,27,11,16,2,-45,-56,25,-75,-72,-58
2020-03-18_18,2020-03-18,18,15,1,0,2,126,56,70,11,-50,-71,27,-79,-79,-65
2020-03-18_19,2020-03-18,19,45,3,0,12,267,129,138,29,-49,-75,26,-78,-79,-63
2020-03-18_20,2020-03-18,20,17,2,0,0,132,49,83,7,-45,-65,24,-77,-72,-57
2020-03-18_21,2020-03-18,21,85,9,1,1,366,97,269,18,-50,-74,30,-84,-73,-60
2020-03-18_22,2020-03-18,22,70,7,0,12,436,163,273,22,-53,-78,31,-86,-75,-63
2020-03-19_0,2020-03-19,0,5322,3405,427,4440,33190,18255,14935,2498,-44,-74,31,-79,-78,-63
2020-03-19_01,2020-03-19,01,591,175,21,3,2754,2536,218,257,-41,-65,31,-77,-76,-61
2020-03-19_02,2020-03-19,02,50,6,3,0,209,56,153,9,-47,-61,30,-83,-72,-63
2020-03-19_03,2020-03-19,03,2171,2168,209,3778,13938,8393,5545,1006,-43,-72,34,-82,-82,-67
2020-03-19_05,2020-03-19,05,270,115,21,200,3169,980,2189,209,-35,-75,30,-79,-78,-56
2020-03-19_06,2020-03-19,06,137,36,5,41,522,163,359,29,-36,-69,30,-79,-72,-56
2020-03-19_07,2020-03-19,07,172,91,18,85,883,603,280,112,-45,-73,30,-78,-75,-64
2020-03-19_08,2020-03-19,08,689,531,73,177,4506,2160,2346,260,-39,-73,31,-78,-75,-57
2020-03-19_09,2020-03-19,09,152,38,16,22,1422,679,743,178,-44,-75,31,-78,-74,-59
2020-03-19_10,2020-03-19,10,87,2,0,4,328,90,238,21,-46,-67,30,-79,-68,-58
2020-03-19_11,2020-03-19,11,169,115,23,0,1622,797,825,141,-42,-72,31,-77,-72,-59
2020-03-19_12,2020-03-19,12,99,38,6,44,741,471,270,45,-46,-79,33,-80,-82,-69
2020-03-19_13,2020-03-19,13,122,11,4,8,366,228,138,47,-46,-72,29,-77,-79,-63
2020-03-19_14,2020-03-19,14,18,2,1,6,38,25,13,6,-50,-74,26,-75,-68,-60
2020-03-19_15,2020-03-19,15,192,17,8,30,605,249,356,36,-48,-79,30,-80,-80,-66
2020-03-19_16,2020-03-19,16,95,25,6,4,449,204,245,31,-46,-74,27,-76,-80,-61
2020-03-19_17,2020-03-19,17,10,0,0,0,37,13,24,5,-48,-60,26,-75,-75,-60
2020-03-19_18,2020-03-19,18,40,3,2,2,164,73,91,13,-53,-73,27,-80,-79,-66
2020-03-19_19,2020-03-19,19,58,4,1,15,321,179,142,36,-49,-75,27,-78,-80,-65
2020-03-19_20,2020-03-19,20,72,2,0,0,204,52,152,9,-46,-69,26,-77,-72,-58
2020-03-19_21,2020-03-19,21,60,14,5,1,421,105,316,18,-50,-78,32,-85,-75,-61
2020-03-19_22,2020-03-19,22,68,12,5,20,491,199,292,30,-53,-82,33,-87,-77,-65
